,gender,ownsCar,ownsRealty,numChildren,totalIncome,incomeType,eduLvl,famStatus,housingType,occupation,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus
655791,M,Y,N,2,202500,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,44,10,1,0
656050,M,Y,N,2,202500,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,44,10,1,1
656345,F,N,N,0,67500,Pensioner,Lower secondary,Married,House / apartment,Not identified,2,63,0,0,0
656392,F,N,N,0,135000,Working,Secondary / secondary special,Widow,House / apartment,Laborers,1,44,1,1,1
656480,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,40,0,1,0
656485,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,40,0,1,1
656558,F,N,N,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,57,0,0,1
656575,F,N,N,2,112500,Working,Secondary / secondary special,Married,Municipal apartment,Medicine staff,4,35,1,1,1
656609,F,N,N,2,112500,Working,Secondary / secondary special,Married,Municipal apartment,Medicine staff,4,35,1,1,0
656713,M,N,N,1,121500,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,37,3,1,1
656761,F,N,N,0,27000,Working,Higher education,Civil marriage,House / apartment,Managers,2,41,13,1,1
656810,M,N,N,0,270000,Working,Higher education,Married,Rented apartment,Managers,2,48,1,1,0
656814,M,N,N,0,270000,Working,Higher education,Married,Rented apartment,Managers,2,48,1,1,1
656919,M,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,2,57,1,1,1
656963,M,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,2,57,1,1,0
657019,F,N,N,0,270000,State servant,Higher education,Married,House / apartment,Accountants,2,32,6,1,1
776426,M,Y,N,0,162000,Pensioner,Higher education,Married,House / apartment,Not identified,2,55,0,0,1
657351,M,Y,N,0,162000,Pensioner,Higher education,Married,House / apartment,Not identified,2,55,0,0,0
657356,F,N,N,0,990000,State servant,Higher education,Married,House / apartment,Core staff,2,62,6,1,0
657382,F,Y,N,2,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,3,45,6,1,0
657406,F,Y,N,0,180000,Pensioner,Higher education,Separated,House / apartment,Not identified,1,65,0,0,0
657429,F,Y,N,0,180000,Pensioner,Higher education,Separated,House / apartment,Not identified,1,65,0,0,1
657478,F,N,N,0,135000,Working,Higher education,Married,House / apartment,Sales staff,2,47,2,1,1
657482,F,N,N,0,135000,Working,Higher education,Married,House / apartment,Sales staff,2,47,2,1,0
657486,F,N,N,0,216000,Working,Secondary / secondary special,Separated,House / apartment,Cleaning staff,1,55,1,1,1
657711,F,N,N,0,216000,Working,Secondary / secondary special,Separated,House / apartment,Cleaning staff,1,55,1,1,0
657946,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,49,1,1,1
657974,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,49,1,1,0
658037,F,N,N,2,72000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,4,34,6,1,1
658082,F,N,N,2,72000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,4,34,6,1,0
658130,M,Y,N,2,157500,Working,Secondary / secondary special,Married,House / apartment,Drivers,4,27,7,1,0
658147,M,Y,N,2,157500,Working,Secondary / secondary special,Married,House / apartment,Drivers,4,27,7,1,1
658204,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,47,15,1,1
658234,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,47,15,1,0
658255,F,N,N,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,59,0,0,1
658294,F,N,N,0,162000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,59,0,0,0
658316,M,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,37,1,1,0
658325,F,N,N,0,121500,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,33,1,1,1
658367,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,58,32,1,0
658417,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,58,32,1,1
658598,F,N,N,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,44,12,1,0
658618,F,N,N,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,44,12,1,1
658666,M,N,N,0,117000,Working,Higher education,Single / not married,House / apartment,Sales staff,1,23,2,1,0
658677,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,2,55,1,1,1
658801,F,N,N,0,121500,Working,Higher education,Married,House / apartment,Core staff,2,27,4,1,0
658830,F,N,N,0,112500,Working,Higher education,Single / not married,Co-op apartment,Core staff,1,36,1,1,0
658837,F,N,N,0,112500,Working,Higher education,Single / not married,Co-op apartment,Core staff,1,36,1,1,1
658881,M,N,N,0,180000,Working,Incomplete higher,Civil marriage,With parents,Core staff,2,22,0,1,0
658886,M,Y,N,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,2,51,1,1,1
658977,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,49,4,1,1
659026,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,49,4,1,0
659200,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,Laborers,2,47,3,1,1
659352,F,N,N,0,157500,Commercial associate,Higher education,Married,House / apartment,Laborers,2,47,3,1,0
659425,M,N,N,0,225000,Working,Higher education,Separated,House / apartment,Laborers,1,44,8,1,0
659440,M,N,N,0,225000,Working,Higher education,Separated,House / apartment,Laborers,1,44,8,1,1
659472,F,Y,N,0,216000,Commercial associate,Higher education,Married,Municipal apartment,Not identified,2,30,4,1,1
659576,F,Y,N,0,216000,Commercial associate,Higher education,Married,Municipal apartment,Not identified,2,30,4,1,0
659600,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,42,6,1,1
659650,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,42,6,1,0
659730,M,N,N,1,157500,Working,Higher education,Married,House / apartment,Not identified,3,34,1,1,0
659785,M,N,N,1,157500,Working,Higher education,Married,House / apartment,Not identified,3,34,1,1,1
660122,M,Y,N,1,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,3,55,20,1,0
660128,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,38,5,1,0
660150,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,38,5,1,1
660347,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,Managers,2,29,8,1,0
660386,M,Y,N,0,180000,Working,Higher education,Married,House / apartment,Managers,2,29,8,1,1
660582,F,N,N,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,59,0,0,1
660610,F,N,N,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,59,0,0,0
660683,F,N,N,0,162000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,38,11,1,1
660814,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,61,0,0,0
660867,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,37,4,1,1
660901,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,37,4,1,0
660925,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,47,2,1,1
660975,F,N,N,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,61,0,0,1
661222,M,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,52,0,1,1
661250,M,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,52,0,1,0
661262,M,N,N,0,126000,Working,Lower secondary,Married,House / apartment,Not identified,2,54,15,1,0
661274,M,Y,N,0,315000,Commercial associate,Higher education,Married,House / apartment,Managers,2,39,13,1,0
661377,F,N,N,0,94500,Working,Higher education,Married,House / apartment,Security staff,2,47,0,1,0
661443,F,N,N,0,94500,Working,Higher education,Married,House / apartment,Security staff,2,47,0,1,1
661488,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,40,5,1,0
661496,F,N,N,0,157500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Sales staff,2,30,3,1,0
661525,F,Y,N,0,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,Medicine staff,1,49,28,1,0
661615,M,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,43,10,1,0
661623,M,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,43,10,1,1
661657,F,N,N,0,60750,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,63,0,0,1
661689,F,N,N,0,76500,State servant,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,2,48,17,1,1
661790,M,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,44,19,1,1
661810,F,N,N,0,76500,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,1,54,8,1,1
661866,F,N,N,0,76500,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,1,54,8,1,0
661915,F,N,N,0,450000,Pensioner,Secondary / secondary special,Married,Municipal apartment,Not identified,2,59,0,0,0
661969,F,N,N,0,450000,Pensioner,Secondary / secondary special,Married,Municipal apartment,Not identified,2,59,0,0,1
661984,F,Y,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,1,26,3,1,1
662003,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,51,15,1,1
662023,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,51,15,1,0
662052,F,N,N,0,171000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,1
662152,F,Y,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,39,18,1,1
662171,F,N,N,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,Security staff,1,53,15,1,0
662197,F,N,N,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,Security staff,1,53,15,1,1
662302,M,N,N,1,90000,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,30,5,1,1
662361,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,Laborers,2,57,6,1,1
662469,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,Laborers,2,57,6,1,0
662588,F,N,N,0,225000,State servant,Secondary / secondary special,Married,With parents,Medicine staff,2,34,0,1,0
662590,F,N,N,0,225000,State servant,Secondary / secondary special,Married,With parents,Medicine staff,2,34,0,1,1
662687,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,29,9,1,0
662701,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,29,9,1,1
662969,F,Y,N,1,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Private service staff,2,35,4,1,0
662978,F,Y,N,1,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Private service staff,2,35,4,1,1
663006,F,Y,N,2,135000,State servant,Higher education,Married,House / apartment,Core staff,4,37,6,1,1
663014,F,Y,N,2,135000,State servant,Higher education,Married,House / apartment,Core staff,4,37,6,1,0
663113,F,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,27,4,1,0
663133,F,N,N,0,450000,Working,Higher education,Married,House / apartment,Sales staff,2,31,9,1,0
663196,F,N,N,0,450000,Working,Higher education,Married,House / apartment,Sales staff,2,31,9,1,1
663223,F,Y,N,0,675000,Commercial associate,Higher education,Single / not married,House / apartment,Managers,1,46,4,1,1
663243,M,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,47,25,1,0
663295,M,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,47,25,1,1
663344,M,Y,N,0,202500,Working,Lower secondary,Married,Rented apartment,Laborers,2,41,2,1,0
663360,M,Y,N,0,202500,Working,Lower secondary,Married,Rented apartment,Laborers,2,41,2,1,1
663381,F,Y,N,0,202500,Working,Higher education,Married,House / apartment,Not identified,2,38,3,1,0
663396,F,Y,N,0,202500,Working,Higher education,Married,House / apartment,Not identified,2,38,3,1,1
663423,F,N,N,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,57,0,0,0
663430,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,57,20,1,0
663434,F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,57,20,1,1
663750,F,N,N,0,112500,Working,Secondary / secondary special,Separated,House / apartment,Not identified,1,38,0,1,0
663792,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,28,0,1,1
663899,F,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,28,0,1,0
663990,M,N,N,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,23,0,1,0
663994,F,Y,N,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,56,0,0,1
664023,F,N,N,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,63,0,0,1
664107,F,N,N,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,63,0,0,0
664150,M,N,N,0,47250,Pensioner,Higher education,Married,House / apartment,Not identified,2,58,0,0,0
664180,F,N,N,0,67500,State servant,Secondary / secondary special,Married,Co-op apartment,High skill tech staff,2,50,20,1,0
664212,F,N,N,0,67500,State servant,Secondary / secondary special,Married,Co-op apartment,High skill tech staff,2,50,20,1,1
664302,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,63,0,0,1
664342,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,52,0,0,0
664416,M,Y,Y,0,225000,Working,Higher education,Married,House / apartment,Security staff,2,63,2,1,1
664444,M,N,N,1,270000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,3,52,0,0,0
664492,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,48,0,0,1
664549,F,Y,Y,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,48,0,0,0
664611,F,N,Y,1,166500,Commercial associate,Higher education,Married,House / apartment,Sales staff,3,26,2,1,1
664627,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,31,0,1,1
664631,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,31,0,1,0
664819,F,N,Y,0,351000,State servant,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,1,48,11,1,0
664950,F,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,52,0,1,1
665194,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,55,8,1,1
665407,F,N,N,0,61875,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,60,0,0,1
665428,F,N,N,0,61875,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,60,0,0,0
665446,F,N,N,0,292500,Working,Secondary / secondary special,Separated,Municipal apartment,Managers,1,29,8,1,0
665478,F,N,Y,2,54000,Pensioner,Higher education,Married,House / apartment,Not identified,4,61,0,0,1
665496,F,N,Y,2,54000,Pensioner,Higher education,Married,House / apartment,Not identified,4,61,0,0,0
665522,F,N,Y,0,90000,Pensioner,Higher education,Married,House / apartment,Not identified,2,60,0,0,0
665526,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,56,0,0,0
665628,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,56,0,0,1
665687,M,N,Y,1,157500,Working,Secondary / secondary special,Married,Office apartment,Managers,3,31,9,1,1
665694,M,N,Y,1,157500,Working,Secondary / secondary special,Married,Office apartment,Managers,3,31,9,1,0
665740,F,N,Y,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,4,38,6,1,1
665883,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,46,3,1,1
666075,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,46,3,1,0
666177,F,N,N,0,135000,Working,Lower secondary,Married,Rented apartment,Laborers,2,53,0,1,1
666206,M,Y,N,2,135000,Working,Secondary / secondary special,Married,With parents,Not identified,4,46,1,1,0
666288,M,Y,Y,0,450000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,61,11,1,0
666310,M,Y,Y,2,292500,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,25,2,1,0
666314,M,Y,Y,2,292500,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,25,2,1,1
666364,F,N,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,8,1,1
666431,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,42,0,1,1
666513,F,Y,Y,1,355500,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,42,0,1,0
666655,M,Y,Y,2,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,4,44,0,1,1
666661,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,Laborers,2,50,25,1,0
666679,F,N,Y,1,112500,Working,Secondary / secondary special,Separated,House / apartment,Laborers,2,50,25,1,1
666792,F,N,Y,0,184500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,57,0,0,0
666800,F,N,Y,0,184500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,57,0,0,1
666879,F,Y,Y,2,144000,Working,Secondary / secondary special,Married,House / apartment,Not identified,4,31,8,1,1
666944,F,Y,Y,2,144000,Working,Secondary / secondary special,Married,House / apartment,Not identified,4,31,8,1,0
667233,F,N,Y,1,391500,Working,Higher education,Married,House / apartment,Not identified,3,39,8,1,0
667248,F,N,Y,1,391500,Working,Higher education,Married,House / apartment,Not identified,3,39,8,1,1
667322,M,N,Y,0,157500,Commercial associate,Higher education,Single / not married,House / apartment,Low-skill Laborers,1,28,0,1,1
667357,M,N,Y,1,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,30,6,1,1
667493,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,With parents,Sales staff,3,32,10,1,1
667663,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,With parents,Sales staff,3,32,10,1,0
667754,F,N,Y,0,153000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,61,0,0,0
667796,F,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,3,32,3,1,0
667818,F,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,3,32,3,1,1
667834,M,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,55,13,1,1
667959,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,54,3,1,0
667968,F,N,N,0,157500,Commercial associate,Higher education,Single / not married,Rented apartment,Not identified,1,33,3,1,1
668033,F,N,Y,2,117000,Working,Secondary / secondary special,Married,House / apartment,Not identified,4,28,1,1,0
668044,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,56,4,1,0
668046,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,56,4,1,1
668106,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,34,10,1,1
668179,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3,34,10,1,0
668220,M,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,58,3,1,1
668245,F,Y,Y,0,180000,Working,Incomplete higher,Single / not married,House / apartment,Drivers,1,27,4,1,1
668267,F,N,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,44,5,1,1
668372,F,N,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,44,5,1,0
668484,F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,2,59,11,1,0
668536,M,N,Y,0,90000,State servant,Secondary / secondary special,Separated,House / apartment,Cleaning staff,1,54,2,1,0
668547,M,N,Y,0,79650,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,45,0,0,0
668594,M,Y,Y,0,184500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,34,3,1,0
668682,F,N,Y,2,90000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,3,38,12,1,0
668717,F,N,N,0,33300,Pensioner,Secondary / secondary special,Married,Office apartment,Not identified,2,54,0,0,1
669014,M,Y,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,3,28,4,1,1
669022,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,Sales staff,2,47,4,1,0
669048,F,N,Y,2,198000,Commercial associate,Incomplete higher,Separated,House / apartment,Not identified,3,43,7,1,1
669070,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,High skill tech staff,3,38,1,1,0
669077,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,Sales staff,2,47,5,1,0
669089,F,N,Y,0,175500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,57,0,0,1
669208,F,N,Y,3,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,Not identified,4,38,12,1,0
669365,F,Y,Y,0,112500,Working,Secondary / secondary special,Widow,House / apartment,Cleaning staff,1,59,2,1,0
669388,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,46,4,1,0
669402,F,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,51,9,1,1
669495,F,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,51,9,1,0
669673,F,N,Y,0,135000,Pensioner,Lower secondary,Married,House / apartment,Not identified,2,54,0,0,1
669770,F,N,Y,1,315000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,3,47,2,1,1
669840,M,Y,Y,0,135000,Working,Secondary / secondary special,Civil marriage,Rented apartment,Drivers,2,31,2,1,0
669886,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,29,3,1,1
669915,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,45,13,1,0
669927,F,N,Y,0,180000,Pensioner,Incomplete higher,Single / not married,House / apartment,Not identified,1,54,0,0,0
669942,F,N,Y,0,144000,Working,Higher education,Single / not married,House / apartment,Not identified,1,37,13,1,1
670112,F,N,Y,0,144000,Working,Higher education,Single / not married,House / apartment,Not identified,1,37,13,1,0
670214,M,N,Y,0,450000,Commercial associate,Higher education,Married,House / apartment,Laborers,2,52,9,1,1
670219,F,N,Y,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,3,41,3,1,0
670243,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Separated,House / apartment,Not identified,1,69,0,0,1
670290,F,N,Y,0,121500,Working,Secondary / secondary special,Widow,House / apartment,Not identified,1,48,6,1,0
670320,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,41,2,1,0
670355,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,52,5,1,0
670387,F,Y,Y,3,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,5,39,6,1,0
670398,M,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,Core staff,3,29,2,1,1
670446,M,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,Core staff,3,29,2,1,0
670477,F,N,Y,0,202500,Working,Higher education,Married,House / apartment,Accountants,2,36,2,1,0
670504,F,N,Y,0,126000,State servant,Higher education,Married,House / apartment,Core staff,2,52,20,1,0
670564,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,36,1,1,1
670583,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,36,1,1,0
670590,F,Y,Y,1,63000,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,3,38,3,1,1
670624,F,Y,Y,1,135000,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,3,31,0,1,0
670714,F,N,Y,2,54000,Commercial associate,Higher education,Married,House / apartment,Sales staff,4,36,0,1,0
670782,M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,28,3,1,1
670822,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,55,15,1,0
670905,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,35,7,1,0
670931,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Widow,House / apartment,Core staff,1,47,4,1,1
671020,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,67,8,1,0
671090,M,Y,Y,1,315000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,3,69,0,0,0
671111,F,N,Y,3,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,5,36,2,1,0
671136,M,N,Y,1,81000,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,44,10,1,0
671179,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Not identified,2,57,0,0,0
671204,F,Y,N,0,225000,Commercial associate,Higher education,Married,With parents,Accountants,2,33,0,1,0
671259,M,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,29,0,1,1
671311,F,N,Y,2,202500,State servant,Secondary / secondary special,Married,Co-op apartment,High skill tech staff,4,39,4,1,0
671338,M,N,Y,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,4,34,0,1,0
671545,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,25,0,1,1
671547,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,25,0,1,0
671548,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,Core staff,4,37,18,1,0
671590,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,1,51,4,1,1
671616,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,3,31,2,1,0
671687,M,Y,N,0,220500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,63,10,1,0
671743,F,N,N,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,54,0,0,0
671749,F,Y,Y,0,126000,Working,Lower secondary,Married,With parents,Core staff,2,33,0,1,1
671970,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,48,10,1,0
672048,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,29,6,1,1
672204,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,31,4,1,0
672252,F,N,Y,1,157500,State servant,Secondary / secondary special,Single / not married,House / apartment,Waiters/barmen staff,2,35,3,1,1
672316,F,N,Y,1,157500,State servant,Secondary / secondary special,Single / not married,House / apartment,Waiters/barmen staff,2,35,3,1,0
